code,Latitude,Longitude,src
AUMKR,47.05999,5.34600,MAPBOX
AUMLR,47.05999,5.34600,MAPBOX
AUMNE,48.03941,-0.05960,MAPBOX
AUMNG,26.15423,80.56676,MAPBOX
AUMNV,59.77054,13.46187,MAPBOX
AUMOO,47.70522,11.93156,MAPBOX
AUMOU,-5.76252,148.43465,MAPBOX
AUMOV,-5.76252,148.43465,MAPBOX
AUMQA,2.95750,22.74926,MAPBOX
AUMQE,-36.85240,174.84815,MAPBOX
AUMQL,53.52914,10.31461,MAPBOX
AUMRG,60.17569,24.60267,MAPBOX
AUMRL,48.11020,14.83852,MAPBOX
AUMRS,43.46643,3.46357,MAPBOX
AUMRT,52.72239,7.91845,MAPBOX
AUMTL,53.52914,10.31461,MAPBOX
AUMUP,-7.53883,145.16501,MAPBOX
AUMUQ,-7.53883,145.16501,MAPBOX
AUMVU,-7.53883,145.16501,MAPBOX
AUMWT,42.03272,2.88582,MAPBOX
AUMWY,48.55364,1.11873,MAPBOX
AUMXU,-7.53883,145.16501,MAPBOX
AUMYA,-6.23308,145.94790,MAPBOX
AUMYI,2.19073,32.98490,MAPBOX
AUMYO,-5.76252,148.43465,MAPBOX
AUNAA,48.44090,1.80778,MAPBOX
AUNAC,45.91625,0.24329,MAPBOX
AUNAR,-6.51938,106.49895,MAPBOX
AUNBH,18.56055,73.80924,MAPBOX
AUNBR,48.19799,16.37893,MAPBOX
AUNDS,18.56055,73.80924,MAPBOX
AUNGA,3.42336,31.20908,MAPBOX
AUNIF,47.74980,13.06614,MAPBOX
AUNKB,50.79456,-3.35109,MAPBOX
AUNLF,21.02053,84.79246,MAPBOX
AUNLL,50.38644,8.00576,MAPBOX
AUNLS,21.02053,84.79246,MAPBOX
AUNMP,13.76850,100.54892,MAPBOX
AUNMR,48.44196,-81.28500,MAPBOX
AUNOA,-33.45498,-70.59790,MAPBOX
AUNOO,18.35130,78.71735,MAPBOX
AUNPP,13.76850,100.54892,MAPBOX
AUNRA,24.04723,85.91909,MAPBOX
AUNRG,24.04723,85.91909,MAPBOX
AUNRY,50.36975,3.46589,MAPBOX
AUNSA,14.36479,74.45791,MAPBOX
AUNSD,26.31886,85.94297,MAPBOX
AUNSM,26.31886,85.94297,MAPBOX
AUNSO,55.61723,12.38264,MAPBOX
AUNSV,63.51030,10.82300,MAPBOX
AUNTE,44.05576,-123.37367,MAPBOX
AUNTL,27.01814,80.71289,MAPBOX
AUNTN,40.51730,-2.78967,MAPBOX
AUNUB,11.01615,124.59920,MAPBOX
AUNUR,37.81933,30.53217,MAPBOX
AUNYN,40.51730,-2.78967,MAPBOX
AUOAG,68.66354,14.66923,MAPBOX
AUOBA,38.26889,140.87001,MAPBOX
AUODD,35.46818,-95.52882,MAPBOX
AUOKB,-26.10136,28.10206,MAPBOX
AUOKR,30.51933,31.20928,MAPBOX
AUOLP,20.84695,-156.31510,MAPBOX
AUONG,12.25350,109.19567,MAPBOX
AUONR,48.44196,-81.28500,MAPBOX
AUOOR,9.15348,76.73425,MAPBOX
AUOPI,9.99944,-84.20710,MAPBOX
AUORS,46.70209,9.18554,MAPBOX
AUOSB,37.07097,30.62207,MAPBOX
AUOXO,43.71172,-7.74743,MAPBOX
AUOXY,48.11826,2.47736,MAPBOX
AUOYN,-34.40729,149.08257,MAPBOX
AUPAE,-8.92960,125.40972,MAPBOX
AUPAU,-2.11654,115.54196,MAPBOX
AUPBO,-7.77851,147.04446,MAPBOX
AUPBY,50.41467,3.05357,MAPBOX
AUPCE,56.46624,22.89330,MAPBOX
AUPCK,47.85722,13.78374,MAPBOX
AUPDE,43.21304,2.34911,MAPBOX
AUPDN,43.34888,0.89486,MAPBOX
AUPEA,46.03863,25.22158,MAPBOX
AUPEL,-7.45147,110.54405,MAPBOX
AUPEP,-20.64465,135.58737,MAPBOX
AUPEX,35.73251,-78.85033,MAPBOX
AUPEY,18.35195,-66.04624,MAPBOX
AUPGI,-6.23958,149.54244,MAPBOX
AUPHE,-22.72789,-42.95244,MAPBOX
AUPHU,27.19206,94.99935,MAPBOX
AUPKE,58.38667,-134.65360,MAPBOX
AUPLA,48.30683,16.35302,MAPBOX
AUPLO,4.51984,-74.59353,MAPBOX
AUPPI,3.36035,31.12354,MAPBOX
AUPRB,45.39869,5.67110,MAPBOX
AUPRC,45.39869,5.67110,MAPBOX
AUPRD,45.39869,5.67110,MAPBOX
AUPRM,45.39869,5.67110,MAPBOX
AUPSM,43.62841,6.22540,MAPBOX
AUPST,43.62841,6.22540,MAPBOX
AUPSY,43.62841,6.22540,MAPBOX
AUPTE,49.30864,-1.36246,MAPBOX
AUPTI,1.95822,33.54590,MAPBOX
AUPUG,47.89970,1.53874,MAPBOX
AUPWI,3.36035,31.12354,MAPBOX
AUPWL,-5.53136,147.91148,MAPBOX
AUQDN,27.67395,-97.37447,MAPBOX
AURAB,26.58936,87.21570,MAPBOX
AURAM,25.84394,81.20762,MAPBOX
AURBC,45.36955,4.20031,MAPBOX
AURBS,45.04709,6.09447,MAPBOX
AURBU,47.64451,12.17780,MAPBOX
AURBY,47.66687,-2.98415,MAPBOX
AURCE,43.40974,-3.94179,MAPBOX
AURCH,43.64780,0.58538,MAPBOX
AURCM,-32.20488,152.52372,MAPBOX
AURCN,43.53569,1.68300,MAPBOX
AURDA,46.31450,-96.00890,MAPBOX
AURDN,43.53569,1.68300,MAPBOX
AUREN,43.30425,0.08682,MAPBOX
AURHL,44.12914,5.42711,MAPBOX
AURKY,47.66687,-2.98415,MAPBOX
AURLP,48.11020,14.83852,MAPBOX
AURMA,36.85050,30.59887,MAPBOX
AUROH,15.74910,38.75213,MAPBOX
AUROK,15.58228,120.91876,MAPBOX
AURPM,-32.20488,152.52372,MAPBOX
AURPV,64.69068,21.24844,MAPBOX
AURRE,43.34846,-2.89567,MAPBOX
AURRV,64.69068,21.24844,MAPBOX
AURSB,47.01732,15.86209,MAPBOX
AURSE,49.10563,-0.70703,MAPBOX
AURTP,52.72239,7.91845,MAPBOX
AURTS,48.86536,2.35568,MAPBOX
AURTY,47.66687,-2.98415,MAPBOX
AUSBR,36.80081,-86.44666,MAPBOX
AUSBY,31.66519,-83.95077,MAPBOX
AUSCG,-38.03388,145.23647,MAPBOX
AUSGO,30.19272,-82.62526,MAPBOX
AUSHB,22.75262,88.19061,MAPBOX
AUSHQ,23.25867,88.00867,MAPBOX
AUSHT,51.60051,-2.61739,MAPBOX
AUSHU,48.98891,8.63156,MAPBOX
AUSIO,46.36774,9.12593,MAPBOX
AUSIX,44.54081,0.04861,MAPBOX
AUSKV,60.46635,26.30249,MAPBOX
AUSKY,56.09100,49.88019,MAPBOX
AUSMT,51.60051,-2.61739,MAPBOX
AUSNH,47.06046,8.73330,MAPBOX
AUSOI,45.12583,1.73069,MAPBOX
AUSRM,55.55974,25.37710,MAPBOX
AUSRN,25.00999,83.57494,MAPBOX
AUSRR,-9.12902,125.57946,MAPBOX
AUSSH,13.81092,37.13762,MAPBOX
AUSSK,13.81092,37.13762,MAPBOX
AUSSP,50.69981,10.89801,MAPBOX
AUSTA,59.72954,10.20540,MAPBOX
AUSTF,51.37795,8.07039,MAPBOX
AUSTG,60.03869,12.37530,MAPBOX
AUSTH,59.07484,10.44212,MAPBOX
AUSVM,30.12263,31.13364,MAPBOX
AUSWH,47.06046,8.73330,MAPBOX
AUSWR,-9.12902,125.57946,MAPBOX
AUSXE,26.87631,81.61469,MAPBOX
AUSYU,47.03597,22.49438,MAPBOX
AUTAN,48.19087,7.84606,MAPBOX
AUTAQ,52.23239,9.23552,MAPBOX
AUTBK,25.36624,55.40429,MAPBOX
AUTBL,42.21482,-2.00539,MAPBOX
AUTCA,48.39908,9.99367,MAPBOX
AUTDR,33.04231,-90.70966,MAPBOX
AUTEF,47.54048,5.69525,MAPBOX
AUTEM,-8.52198,126.99871,MAPBOX
AUTGH,38.82110,-76.90234,MAPBOX
AUTGN,46.95070,4.29960,MAPBOX
AUTHE,45.63079,3.18319,MAPBOX
AUTHG,38.82110,-76.90234,MAPBOX
AUTIN,50.84210,1.98556,MAPBOX
AUTIS,49.95736,7.73759,MAPBOX
AUTKY,47.59801,2.60171,MAPBOX
AUTME,59.32793,27.42035,MAPBOX
AUTMW,41.62870,-85.92459,MAPBOX
AUTOB,47.92576,16.90807,MAPBOX
AUTPR,33.04231,-90.70966,MAPBOX
AUTPT,47.54048,5.69525,MAPBOX
AUTRB,47.59801,2.60171,MAPBOX
AUTRO,25.94014,83.80347,MAPBOX
AUTSV,-36.31428,-57.54387,MAPBOX
AUTUM,35.04940,-89.83873,MAPBOX
AUTWN,46.95070,4.29960,MAPBOX
AUTWP,47.25581,-91.96770,MAPBOX
AUTXR,33.04231,-90.70966,MAPBOX
AUTYB,44.19002,1.46746,MAPBOX
AUTYG,44.19002,1.46746,MAPBOX
AUTYP,44.19002,1.46746,MAPBOX
AUUBU,0.05058,32.21512,MAPBOX
AUUDA,40.57207,-8.44782,MAPBOX
AUUEE,48.11872,14.99628,MAPBOX
AUUIR,26.81497,79.79410,MAPBOX
AUULT,40.58248,-104.73155,MAPBOX
AUUMR,47.05999,5.34600,MAPBOX
AUURN,32.60655,-85.48173,MAPBOX
AUVAR,43.98833,6.90853,MAPBOX
AUVIB,39.17788,-79.72368,MAPBOX
AUVIT,47.50898,5.51691,MAPBOX
AUVNR,28.57463,-81.30507,MAPBOX
AUWAL,48.23998,10.06308,MAPBOX
AUWAN,24.96206,83.94067,MAPBOX
AUWAU,8.38333,33.70000,MAPBOX
AUWAV,24.35844,86.81451,MAPBOX
AUWAZ,24.35844,86.81451,MAPBOX
AUWBY,50.41467,3.05357,MAPBOX
AUWCL,51.46435,6.24318,MAPBOX
AUWDD,35.46818,-95.52882,MAPBOX
AUWDI,-6.01979,149.50204,MAPBOX
AUWEH,-6.36337,106.23989,MAPBOX
AUWEI,51.01310,6.85794,MAPBOX
AUWEP,51.46435,6.24318,MAPBOX
AUWEW,51.46435,6.24318,MAPBOX
AUWGE,46.80400,7.16866,MAPBOX
AUWIN,47.73797,16.40180,MAPBOX
AUWIO,46.36774,9.12593,MAPBOX
AUWLA,44.20815,9.97040,MAPBOX
AUWLG,47.98043,17.01391,MAPBOX
AUWLL,51.46435,6.24318,MAPBOX
AUWLM,47.48597,12.24094,MAPBOX
AUWLO,-6.10217,149.47496,MAPBOX
AUWLS,51.64611,22.61639,MAPBOX
AUWME,19.67790,-155.04389,MAPBOX
AUWND,26.95952,77.01106,MAPBOX
AUWNR,25.62728,82.86828,MAPBOX
AUWNT,27.01814,80.71289,MAPBOX
AUWNY,49.05913,6.12144,MAPBOX
AUWOD,59.46902,10.78686,MAPBOX
AUWOG,47.98043,17.01391,MAPBOX
AUWOH,48.56707,12.20610,MAPBOX
AUWOL,37.44471,126.70171,MAPBOX
AUWON,37.26491,127.02837,MAPBOX
AUWOT,0.78333,34.18333,MAPBOX
AUWPS,43.62841,6.22540,MAPBOX
AUWSY,49.53090,0.35285,MAPBOX
AUWUN,49.47134,5.95719,MAPBOX
AUWWI,21.39896,-157.74913,MAPBOX
AUWYA,25.62818,73.63531,MAPBOX
AUWYN,24.96206,83.94067,MAPBOX
AUXCO,17.20833,-100.75722,MAPBOX
AUXMY,48.11826,2.47736,MAPBOX
AUXTO,14.40738,79.94662,MAPBOX
AUXTR,48.38554,9.18918,MAPBOX
AUYAM,9.98316,-69.51852,MAPBOX
AUYBA,13.95818,39.47633,MAPBOX
AUYUE,30.10452,105.33632,MAPBOX
AUZBO,59.25242,5.84640,MAPBOX
AUZGL,43.55148,1.81858,MAPBOX
AUZZZ,46.10114,13.68307,MAPBOX
AW,12.51563,-69.97564,MAPBOX
AWDEU,27.05549,95.10033,MAPBOX
AWORJ,2.57769,30.88921,MAPBOX
AX,36.65973,-79.71181,MAPBOX
AZ,40.41826,47.72034,MAPBOX
AZBAK,34.89792,45.54932,MAPBOX
AZGAL,2.40696,31.19606,MAPBOX
AZGEN,44.20472,0.61696,MAPBOX
AZKEC,36.82239,-107.99504,MAPBOX
AZNAK,54.86361,53.08037,MAPBOX
BA,-6.91361,107.61036,MAPBOX
BABIR,-2.53622,115.13783,MAPBOX
BAKAL,-6.79162,110.83362,MAPBOX
BAOMO,7.93032,-11.43804,MAPBOX
BAPJR,12.36891,123.61688,MAPBOX
BAUJV,55.75371,13.19402,MAPBOX
BAZCA,37.99188,-3.46914,MAPBOX
BB,13.17872,-59.56195,MAPBOX
BBSAP,11.87197,13.25810,MAPBOX
BD,24.34761,90.07797,MAPBOX
BDAKH,15.28350,-16.45161,MAPBOX
BDCHL,47.71975,11.41260,MAPBOX
BDCLA,47.02989,28.78679,MAPBOX
BDIRD,25.73534,-80.44794,MAPBOX
BDKAM,-1.83856,105.97845,MAPBOX
BDKHL,13.86961,44.86217,MAPBOX
BDLAK,-7.23123,112.78029,MAPBOX
BDMON,40.52606,-79.49339,MAPBOX
BDNAR,42.86690,-5.32371,MAPBOX
BDPAN,9.00117,17.95620,MAPBOX
BDPAR,19.18701,73.08664,MAPBOX
BDRAU,2.15027,117.49708,MAPBOX
BDSAJ,45.67175,5.52297,MAPBOX
BE,50.43870,4.63358,MAPBOX
BEABK,8.31812,16.02428,MAPBOX
BEANT,39.09365,-77.13428,MAPBOX
BEANW,36.26795,-76.28066,MAPBOX
BEAVG,23.89500,84.47723,MAPBOX
BEHRT,47.31857,-2.20873,MAPBOX
BEIAI,21.48330,109.11569,MAPBOX
BESKA,40.73700,31.58634,MAPBOX
BESKM,45.13001,20.06740,MAPBOX
BETBA,27.45679,94.37495,MAPBOX
BETRG,48.19020,15.78138,MAPBOX
BETTJ,51.85445,4.14452,MAPBOX
BEWAH,54.91058,-2.94873,MAPBOX
BF,12.27793,-1.57306,MAPBOX
BFARL,50.02776,7.16751,MAPBOX
BFBOU,8.11498,16.34773,MAPBOX
BFDIP,-4.99604,145.67421,MAPBOX
BFDJI,10.01917,20.90638,MAPBOX
BFDOR,4.11166,101.28754,MAPBOX
BFGAO,8.17522,-5.71047,MAPBOX
BFKAN,0.60562,124.28947,MAPBOX
BFKAY,13.93443,-5.89196,MAPBOX
BFNOU,6.62349,18.34158,MAPBOX
BFOUA,2.33207,10.83215,MAPBOX
BFOUG,48.68388,5.78907,MAPBOX
BFTUQ,-0.35329,116.32523,MAPBOX
BG,42.76138,25.23151,MAPBOX
BGAND,37.09996,-81.11453,MAPBOX
BGBRE,20.77332,74.96072,MAPBOX
BGBYL,-28.72000,152.80028,MAPBOX
BGDOD,23.78974,75.81106,MAPBOX
BGETS,42.95421,133.06944,MAPBOX
BGGAV,56.10260,14.50563,MAPBOX
BGGOD,46.87664,16.74844,MAPBOX
BGGOV,44.35523,17.99054,MAPBOX
BGIOV,44.65238,10.93494,MAPBOX
BGIVL,40.04273,-2.30311,MAPBOX
BGKAL,13.97271,121.68018,MAPBOX
BGKAR,12.15591,170.10482,MAPBOX
BGKAT,-2.59116,115.37270,MAPBOX
BGKOL,14.41692,-16.45018,MAPBOX
BGKVO,1.28902,34.74101,MAPBOX
BGLOM,8.44442,18.75634,MAPBOX
BGLSD,53.82878,11.67204,MAPBOX
BGMEL,18.59672,82.48237,MAPBOX
BGOLT,37.76230,-81.41234,MAPBOX
BGORE,43.75483,-79.70720,MAPBOX
BGOZA,-7.22605,39.42560,MAPBOX
BGPDA,29.97268,77.05668,MAPBOX
BGPEG,30.66351,-87.35440,MAPBOX
BGPOD,22.30020,73.23853,MAPBOX
BGPOK,4.44543,10.81361,MAPBOX
BGPOR,12.36891,123.61688,MAPBOX
BGPZA,14.54102,4.24482,MAPBOX
BGRDI,44.63216,9.73056,MAPBOX
BGRGL,46.97893,15.92770,MAPBOX
BGSBP,33.38970,74.32954,MAPBOX
BGSLP,37.80722,-84.66248,MAPBOX
BGSLS,53.82878,11.67204,MAPBOX
BGSLU,37.80722,-84.66248,MAPBOX
BGSOM,43.06725,-78.39180,MAPBOX
BGSUZ,45.83583,13.21082,MAPBOX
BGTGA,10.77512,122.28999,MAPBOX
BGTOL,7.69445,16.03670,MAPBOX
BGTPL,48.72458,16.38659,MAPBOX
BGVAR,-7.03582,-37.30121,MAPBOX
BGVAS,46.70744,8.87168,MAPBOX
BGVID,41.00602,-106.26138,MAPBOX
BGVLE,37.33869,-82.97989,MAPBOX
BGVRE,60.90529,10.64573,MAPBOX
BGZLA,39.60658,38.86871,MAPBOX
BH,26.02241,50.55964,MAPBOX
BHASK,13.05325,80.19705,MAPBOX
BI,52.47970,-1.90269,MAPBOX
BIBJM,3.67293,12.78858,MAPBOX
BIGID,14.54202,121.08043,MAPBOX
BIKRE,46.53738,6.33399,MAPBOX
BJ,10.33838,2.42667,MAPBOX
BJDJA,4.36382,21.47769,MAPBOX
BJNAE,19.55667,84.82259,MAPBOX
BJSEM,29.81204,31.30628,MAPBOX
BL,53.54000,28.04679,MAPBOX
BLGUS,41.33115,1.92232,MAPBOX
BM,32.31792,-64.73701,MAPBOX
BMBDA,22.73054,77.57446,MAPBOX
BN,4.56547,114.56241,MAPBOX
BNLUM,32.14270,-97.39730,MAPBOX
BNMUA,25.37943,88.02281,MAPBOX
BNSER,46.72245,10.86108,MAPBOX
BNTAS,37.24632,-1.91809,MAPBOX
BO,7.61957,-65.80200,MAPBOX
BOSRB,32.52237,36.48160,MAPBOX
BQ,12.14924,-68.27092,MAPBOX
BR,-9.58890,-51.61979,MAPBOX
BRACY,36.59987,-78.14278,MAPBOX
BRAJE,24.48436,92.16666,MAPBOX
BRAL2,44.82616,1.75560,MAPBOX
BRALQ,13.76795,15.06833,MAPBOX
BRAMJ,43.77216,-79.66318,MAPBOX
BRAVB,32.17755,-110.95203,MAPBOX
BRAXE,43.29239,-8.19700,MAPBOX
BRCFC,44.19360,15.63995,MAPBOX
BRCJT,41.55527,2.05542,MAPBOX
BRCKO,44.87679,18.81018,MAPBOX
BRCKS,29.34140,-98.43991,MAPBOX
BRCTQ,39.43760,-78.00289,MAPBOX
BRDIQ,29.08971,30.94211,MAPBOX
BRDOG,43.44824,19.82085,MAPBOX
BRDSU,27.22682,76.90854,MAPBOX
BREDM,57.29884,10.36831,MAPBOX
BREZI,45.90387,15.59309,MAPBOX
BRFEC,48.10220,-4.00128,MAPBOX
BRFLB,38.91320,-94.34169,MAPBOX
BRGCE,-25.41082,-49.20579,MAPBOX
BRGEM,46.60595,-1.83527,MAPBOX
BRGSU,47.01550,7.76600,MAPBOX
BRHAR,25.20176,85.52006,MAPBOX
BRIJJ,28.67058,77.33532,MAPBOX
BRIJT,43.09690,-93.80180,MAPBOX
BRILB,52.65900,4.80954,MAPBOX
BRIMJ,38.00802,-4.79291,MAPBOX
BRIT2,46.69798,6.91946,MAPBOX
BRITZ,52.44600,13.44399,MAPBOX
BRIVU,55.77003,26.49350,MAPBOX
BRIYT,43.09690,-93.80180,MAPBOX
BRJBL,49.57355,8.06122,MAPBOX
BRJBU,45.18066,25.76726,MAPBOX
BRJTU,49.87189,8.62698,MAPBOX
BRLAZ,-21.46909,-47.00009,MAPBOX
BRLEI,5.88052,44.76266,MAPBOX
BRLNG,-8.49954,117.41717,MAPBOX
BRLNH,50.00108,15.55601,MAPBOX
BRLOZ,44.02592,19.10425,MAPBOX
BRMBK,40.24623,-111.65226,MAPBOX
BRMBZ,40.24623,-111.65226,MAPBOX
